"V1","bird","sex","tissue","treatment","group","study","sextissue","samples","hiloPRL","external"
"w34.x_male_hypothalamus_inc.d9","w34.x","male","hypothalamus","inc.d9","male.hypothalamus.inc.d9","charcterization","male_hypothalamus","w34.x_male_hypothalamus_inc.d9","lo","eggs"
"w34.x_male_pituitary_inc.d9","w34.x","male","pituitary","inc.d9","male.pituitary.inc.d9","charcterization","male_pituitary","w34.x_male_pituitary_inc.d9","lo","eggs"
"x.blk.blk.ATLAS_male_gonad_control","x.blk.blk.ATLAS","male","gonads","control","male.gonads.control","charcterization","male_gonads","x.blk.blk.ATLAS_male_gonad_control","lo","control"
"x.blk.blk.ATLAS_male_hypothalamus_control","x.blk.blk.ATLAS","male","hypothalamus","control","male.hypothalamus.control","charcterization","male_hypothalamus","x.blk.blk.ATLAS_male_hypothalamus_control","lo","control"
"x.blk.blk.ATLAS_male_pituitary_control","x.blk.blk.ATLAS","male","pituitary","control","male.pituitary.control","charcterization","male_pituitary","x.blk.blk.ATLAS_male_pituitary_control","lo","control"
"x.blk16_male_gonad_n9.NYNO","x.blk16","male","gonads","n9","male.gonads.n9","charcterization","male_gonads","x.blk16_male_gonad_n9.NYNO","hi","chicks"
"x.blk16_male_hypothalamus_n9.NYNO","x.blk16","male","hypothalamus","n9","male.hypothalamus.n9","charcterization","male_hypothalamus","x.blk16_male_hypothalamus_n9.NYNO","hi","chicks"
"x.blk16_male_pituitary_n9","x.blk16","male","pituitary","n9","male.pituitary.n9","charcterization","male_pituitary","x.blk16_male_pituitary_n9","hi","chicks"
"x.blk20_female_gonad_prolong","x.blk20","female","gonads","prolong","female.gonads.prolong","manipulation","female_gonads","x.blk20_female_gonad_prolong","hi","eggs"
"x.blk20_female_hypothalamus_prolong","x.blk20","female","hypothalamus","prolong","female.hypothalamus.prolong","manipulation","female_hypothalamus","x.blk20_female_hypothalamus_prolong","hi","eggs"
"x.blk20_female_pituitary_prolong","x.blk20","female","pituitary","prolong","female.pituitary.prolong","manipulation","female_pituitary","x.blk20_female_pituitary_prolong","hi","eggs"
"x.blk23_male_gonad_m.n2","x.blk23","male","gonads","m.n2","male.gonads.m.n2","manipulation","male_gonads","x.blk23_male_gonad_m.n2","hi","nest"
"x.blk23_male_hypothalamus_m.n2","x.blk23","male","hypothalamus","m.n2","male.hypothalamus.m.n2","manipulation","male_hypothalamus","x.blk23_male_hypothalamus_m.n2","hi","nest"
"x.blk23_male_pituitary_m.n2","x.blk23","male","pituitary","m.n2","male.pituitary.m.n2","manipulation","male_pituitary","x.blk23_male_pituitary_m.n2","hi","nest"
"x.blu.o.ATLAS_male_pituitary_control","x.blu.o.ATLAS","male","pituitary","control","male.pituitary.control","charcterization","male_pituitary","x.blu.o.ATLAS_male_pituitary_control","hi","control"
"x.blu101.w43_female_gonad_inc.d9","x.blu101.w43","female","gonads","inc.d9","female.gonads.inc.d9","charcterization","female_gonads","x.blu101.w43_female_gonad_inc.d9","lo","eggs"
"x.blu101.w43_female_hypothalamus_inc.d9","x.blu101.w43","female","hypothalamus","inc.d9","female.hypothalamus.inc.d9","charcterization","female_hypothalamus","x.blu101.w43_female_hypothalamus_inc.d9","lo","eggs"
"x.blu101.w43_female_pituitary_inc.d9","x.blu101.w43","female","pituitary","inc.d9","female.pituitary.inc.d9","charcterization","female_pituitary","x.blu101.w43_female_pituitary_inc.d9","lo","eggs"
"x.blu102.w105_female_gonad_inc.d3","x.blu102.w105","female","gonads","inc.d3","female.gonads.inc.d3","charcterization","female_gonads","x.blu102.w105_female_gonad_inc.d3","hi","eggs"
"x.blu102.w105_female_hypothalamus_inc.d3","x.blu102.w105","female","hypothalamus","inc.d3","female.hypothalamus.inc.d3","charcterization","female_hypothalamus","x.blu102.w105_female_hypothalamus_inc.d3","hi","eggs"
"x.blu102.w105_female_pituitary_inc.d3","x.blu102.w105","female","pituitary","inc.d3","female.pituitary.inc.d3","charcterization","female_pituitary","x.blu102.w105_female_pituitary_inc.d3","hi","eggs"
"x.blu106.o153_male_gonad_inc.d9.NYNO","x.blu106.o153","male","gonads","inc.d9","male.gonads.inc.d9","charcterization","male_gonads","x.blu106.o153_male_gonad_inc.d9.NYNO","hi","eggs"
"x.blu106.o153_male_hypothalamus_inc.d9","x.blu106.o153","male","hypothalamus","inc.d9","male.hypothalamus.inc.d9","charcterization","male_hypothalamus","x.blu106.o153_male_hypothalamus_inc.d9","hi","eggs"
"x.blu106.o153_male_pituitary_inc.d9.NYNO","x.blu106.o153","male","pituitary","inc.d9","male.pituitary.inc.d9","charcterization","male_pituitary","x.blu106.o153_male_pituitary_inc.d9.NYNO","hi","eggs"
"x.blu109.w121_female_gonad_n5","x.blu109.w121","female","gonads","n5","female.gonads.n5","charcterization","female_gonads","x.blu109.w121_female_gonad_n5","hi","chicks"
"x.blu109.w121_female_hypothalamus_n5","x.blu109.w121","female","hypothalamus","n5","female.hypothalamus.n5","charcterization","female_hypothalamus","x.blu109.w121_female_hypothalamus_n5","hi","chicks"
"x.blu109.w121_female_pituitary_n5","x.blu109.w121","female","pituitary","n5","female.pituitary.n5","charcterization","female_pituitary","x.blu109.w121_female_pituitary_n5","hi","chicks"
"x.blu116.w107_female_gonad_inc.d17","x.blu116.w107","female","gonads","inc.d17","female.gonads.inc.d17","charcterization","female_gonads","x.blu116.w107_female_gonad_inc.d17","hi","eggs"
"x.blu116.w107_female_hypothalamus_inc.d17","x.blu116.w107","female","hypothalamus","inc.d17","female.hypothalamus.inc.d17","charcterization","female_hypothalamus","x.blu116.w107_female_hypothalamus_inc.d17","hi","eggs"
"x.blu116.w107_female_pituitary_inc.d17.NYNO","x.blu116.w107","female","pituitary","inc.d17","female.pituitary.inc.d17","charcterization","female_pituitary","x.blu116.w107_female_pituitary_inc.d17.NYNO","hi","eggs"
"x.blu117.w89_male_gonad_inc.d17","x.blu117.w89","male","gonads","inc.d17","male.gonads.inc.d17","charcterization","male_gonads","x.blu117.w89_male_gonad_inc.d17","hi","eggs"
"x.blu117.w89_male_hypothalamus_inc.d17","x.blu117.w89","male","hypothalamus","inc.d17","male.hypothalamus.inc.d17","charcterization","male_hypothalamus","x.blu117.w89_male_hypothalamus_inc.d17","hi","eggs"
"x.blu117.w89_male_pituitary_inc.d17","x.blu117.w89","male","pituitary","inc.d17","male.pituitary.inc.d17","charcterization","male_pituitary","x.blu117.w89_male_pituitary_inc.d17","hi","eggs"
"x.blu122.r66_female_gonad_inc.d9","x.blu122.r66","female","gonads","inc.d9","female.gonads.inc.d9","charcterization","female_gonads","x.blu122.r66_female_gonad_inc.d9","lo","eggs"
"x.blu122.r66_female_hypothalamus_inc.d9","x.blu122.r66","female","hypothalamus","inc.d9","female.hypothalamus.inc.d9","charcterization","female_hypothalamus","x.blu122.r66_female_hypothalamus_inc.d9","lo","eggs"
"x.blu122.r66_female_pituitary_inc.d9","x.blu122.r66","female","pituitary","inc.d9","female.pituitary.inc.d9","charcterization","female_pituitary","x.blu122.r66_female_pituitary_inc.d9","lo","eggs"
"x.blu23.w14_male_gonad_n9","x.blu23.w14","male","gonads","n9","male.gonads.n9","charcterization","male_gonads","x.blu23.w14_male_gonad_n9","hi","chicks"
"x.blu23.w14_male_hypothalamus_n9","x.blu23.w14","male","hypothalamus","n9","male.hypothalamus.n9","charcterization","male_hypothalamus","x.blu23.w14_male_hypothalamus_n9","hi","chicks"
"x.blu23.w14_male_pituitary_n9","x.blu23.w14","male","pituitary","n9","male.pituitary.n9","charcterization","male_pituitary","x.blu23.w14_male_pituitary_n9","hi","chicks"
"x.blu25_female_gonad_m.inc.d9","x.blu25","female","gonads","m.inc.d9","female.gonads.m.inc.d9","manipulation","female_gonads","x.blu25_female_gonad_m.inc.d9","lo","nest"
"x.blu25_female_hypothalamus_m.inc.d9","x.blu25","female","hypothalamus","m.inc.d9","female.hypothalamus.m.inc.d9","manipulation","female_hypothalamus","x.blu25_female_hypothalamus_m.inc.d9","lo","nest"
"x.blu25_female_pituitary_m.inc.d9","x.blu25","female","pituitary","m.inc.d9","female.pituitary.m.inc.d9","manipulation","female_pituitary","x.blu25_female_pituitary_m.inc.d9","lo","nest"
"x.blu30_male_gonad_n5","x.blu30","male","gonads","n5","male.gonads.n5","charcterization","male_gonads","x.blu30_male_gonad_n5","hi","chicks"
"x.blu30_male_hypothalamus_n5","x.blu30","male","hypothalamus","n5","male.hypothalamus.n5","charcterization","male_hypothalamus","x.blu30_male_hypothalamus_n5","hi","chicks"
"x.blu30_male_pituitary_n5","x.blu30","male","pituitary","n5","male.pituitary.n5","charcterization","male_pituitary","x.blu30_male_pituitary_n5","hi","chicks"
"x.blu42.o28_male_gonad_inc.d3","x.blu42.o28","male","gonads","inc.d3","male.gonads.inc.d3","charcterization","male_gonads","x.blu42.o28_male_gonad_inc.d3","lo","eggs"
"x.blu42.o28_male_hypothalamus_inc.d3.NYNO","x.blu42.o28","male","hypothalamus","inc.d3","male.hypothalamus.inc.d3","charcterization","male_hypothalamus","x.blu42.o28_male_hypothalamus_inc.d3.NYNO","lo","eggs"
"x.blu42.o28_male_pituitary_inc.d3","x.blu42.o28","male","pituitary","inc.d3","male.pituitary.inc.d3","charcterization","male_pituitary","x.blu42.o28_male_pituitary_inc.d3","lo","eggs"
"x.blu43.g132_female_gonad_n9","x.blu43.g132","female","gonads","n9","female.gonads.n9","charcterization","female_gonads","x.blu43.g132_female_gonad_n9","lo","chicks"
"x.blu43.g132_female_hypothalamus_n9","x.blu43.g132","female","hypothalamus","n9","female.hypothalamus.n9","charcterization","female_hypothalamus","x.blu43.g132_female_hypothalamus_n9","lo","chicks"
"x.blu43.g132_female_pituitary_n9","x.blu43.g132","female","pituitary","n9","female.pituitary.n9","charcterization","female_pituitary","x.blu43.g132_female_pituitary_n9","lo","chicks"
"x.blu57_male_gonad_prolong","x.blu57","male","gonads","prolong","male.gonads.prolong","manipulation","male_gonads","x.blu57_male_gonad_prolong","hi","eggs"
"x.blu57_male_hypothalamus_prolong","x.blu57","male","hypothalamus","prolong","male.hypothalamus.prolong","manipulation","male_hypothalamus","x.blu57_male_hypothalamus_prolong","hi","eggs"
"x.blu57_male_pituitary_prolong","x.blu57","male","pituitary","prolong","male.pituitary.prolong","manipulation","male_pituitary","x.blu57_male_pituitary_prolong","hi","eggs"
"x.blu6.y80_female_gonad_lay","x.blu6.y80","female","gonads","lay","female.gonads.lay","charcterization","female_gonads","x.blu6.y80_female_gonad_lay","lo","eggs"
"x.blu6.y80_female_hypothalamus_lay","x.blu6.y80","female","hypothalamus","lay","female.hypothalamus.lay","charcterization","female_hypothalamus","x.blu6.y80_female_hypothalamus_lay","lo","eggs"
"x.blu6.y80_female_pituitary_lay","x.blu6.y80","female","pituitary","lay","female.pituitary.lay","charcterization","female_pituitary","x.blu6.y80_female_pituitary_lay","lo","eggs"
"x.blu69_male_gonad_extend","x.blu69","male","gonads","extend","male.gonads.extend","manipulation","male_gonads","x.blu69_male_gonad_extend","hi","chicks"
"x.blu69_male_hypothalamus_extend","x.blu69","male","hypothalamus","extend","male.hypothalamus.extend","manipulation","male_hypothalamus","x.blu69_male_hypothalamus_extend","hi","chicks"
"x.blu69_male_pituitary_extend","x.blu69","male","pituitary","extend","male.pituitary.extend","manipulation","male_pituitary","x.blu69_male_pituitary_extend","hi","chicks"
"x.blu73_male_gonad_extend","x.blu73","male","gonads","extend","male.gonads.extend","manipulation","male_gonads","x.blu73_male_gonad_extend","hi","chicks"
"x.blu73_male_hypothalamus_extend","x.blu73","male","hypothalamus","extend","male.hypothalamus.extend","manipulation","male_hypothalamus","x.blu73_male_hypothalamus_extend","hi","chicks"
"x.blu73_male_pituitary_extend","x.blu73","male","pituitary","extend","male.pituitary.extend","manipulation","male_pituitary","x.blu73_male_pituitary_extend","hi","chicks"
"x.blu76_male_gonad_m.hatch","x.blu76","male","gonads","m.n2","male.gonads.m.n2","manipulation","male_gonads","x.blu76_male_gonad_m.hatch","hi","nest"
"x.blu76_male_hypothalamus_m.hatch","x.blu76","male","hypothalamus","m.n2","male.hypothalamus.m.n2","manipulation","male_hypothalamus","x.blu76_male_hypothalamus_m.hatch","hi","nest"
"x.blu76_male_pituitary_m.hatch","x.blu76","male","pituitary","m.n2","male.pituitary.m.n2","manipulation","male_pituitary","x.blu76_male_pituitary_m.hatch","hi","nest"
"x.blu94_female_gonad_m.inc.d17","x.blu94","female","gonads","m.inc.d17","female.gonads.m.inc.d17","manipulation","female_gonads","x.blu94_female_gonad_m.inc.d17","hi","nest"
"x.blu94_female_hypothalamus_m.inc.d17","x.blu94","female","hypothalamus","m.inc.d17","female.hypothalamus.m.inc.d17","manipulation","female_hypothalamus","x.blu94_female_hypothalamus_m.inc.d17","hi","nest"
"x.blu94_female_pituitary_m.inc.d17","x.blu94","female","pituitary","m.inc.d17","female.pituitary.m.inc.d17","manipulation","female_pituitary","x.blu94_female_pituitary_m.inc.d17","hi","nest"
"x.blu96_female_gonad_m.n2","x.blu96","female","gonads","m.n2","female.gonads.m.n2","manipulation","female_gonads","x.blu96_female_gonad_m.n2","hi","nest"
"x.blu96_female_hypothalamus_m.n2","x.blu96","female","hypothalamus","m.n2","female.hypothalamus.m.n2","manipulation","female_hypothalamus","x.blu96_female_hypothalamus_m.n2","hi","nest"
"x.blu96_female_pituitary_m.n2","x.blu96","female","pituitary","m.n2","female.pituitary.m.n2","manipulation","female_pituitary","x.blu96_female_pituitary_m.n2","hi","nest"
"x.g.ATLAS_male_gonad_control","x.g.ATLAS","male","gonads","control","male.gonads.control","charcterization","male_gonads","x.g.ATLAS_male_gonad_control","lo","control"
"x.g.ATLAS_male_hypothalamus_control","x.g.ATLAS","male","hypothalamus","control","male.hypothalamus.control","charcterization","male_hypothalamus","x.g.ATLAS_male_hypothalamus_control","lo","control"
"x.g.ATLAS_male_pituitary_control","x.g.ATLAS","male","pituitary","control","male.pituitary.control","charcterization","male_pituitary","x.g.ATLAS_male_pituitary_control","lo","control"
"x.g.g.ATLAS_female_gonad_control","x.g.g.ATLAS","female","gonads","control","female.gonads.control","charcterization","female_gonads","x.g.g.ATLAS_female_gonad_control","lo","control"
"x.g.g.ATLAS_male_gonad_control","x.g.g.ATLAS","male","gonads","control","male.gonads.control","charcterization","male_gonads","x.g.g.ATLAS_male_gonad_control","lo","control"
"x.g.g.ATLAS_male_hypothalamus_control","x.g.g.ATLAS","male","hypothalamus","control","male.hypothalamus.control","charcterization","male_hypothalamus","x.g.g.ATLAS_male_hypothalamus_control","lo","control"
"x.g.g.ATLAS_male_pituitary_control","x.g.g.ATLAS","male","pituitary","control","male.pituitary.control","charcterization","male_pituitary","x.g.g.ATLAS_male_pituitary_control","lo","control"
"x.g.g.g.ATLAS_male_gonad_control","x.g.g.g.ATLAS","male","gonads","control","male.gonads.control","charcterization","male_gonads","x.g.g.g.ATLAS_male_gonad_control","hi","control"
"x.g.g.g.ATLAS_male_pituitary_control","x.g.g.g.ATLAS","male","pituitary","control","male.pituitary.control","charcterization","male_pituitary","x.g.g.g.ATLAS_male_pituitary_control","hi","control"
"x.g13.w109_male_gonad_inc.d9","x.g13.w109","male","gonads","inc.d9","male.gonads.inc.d9","charcterization","male_gonads","x.g13.w109_male_gonad_inc.d9","lo","eggs"
"x.g13.w109_male_hypothalamus_inc.d9","x.g13.w109","male","hypothalamus","inc.d9","male.hypothalamus.inc.d9","charcterization","male_hypothalamus","x.g13.w109_male_hypothalamus_inc.d9","lo","eggs"
"x.g13.w109_male_pituitary_inc.d9","x.g13.w109","male","pituitary","inc.d9","male.pituitary.inc.d9","charcterization","male_pituitary","x.g13.w109_male_pituitary_inc.d9","lo","eggs"
"x.g14.w199_male_gonad_inc.d17","x.g14.w199","male","gonads","inc.d17","male.gonads.inc.d17","charcterization","male_gonads","x.g14.w199_male_gonad_inc.d17","hi","eggs"
"x.g14.w199_male_hypothalamus_inc.d17","x.g14.w199","male","hypothalamus","inc.d17","male.hypothalamus.inc.d17","charcterization","male_hypothalamus","x.g14.w199_male_hypothalamus_inc.d17","hi","eggs"
"x.g14.w199_male_pituitary_inc.d17","x.g14.w199","male","pituitary","inc.d17","male.pituitary.inc.d17","charcterization","male_pituitary","x.g14.w199_male_pituitary_inc.d17","hi","eggs"
"x.g147.blu28_male_gonad_inc.d3","x.g147.blu28","male","gonads","inc.d3","male.gonads.inc.d3","charcterization","male_gonads","x.g147.blu28_male_gonad_inc.d3","lo","eggs"
"x.g147.blu28_male_hypothalamus_inc.d3","x.g147.blu28","male","hypothalamus","inc.d3","male.hypothalamus.inc.d3","charcterization","male_hypothalamus","x.g147.blu28_male_hypothalamus_inc.d3","lo","eggs"
"x.g147.blu28_male_pituitary_inc.d3","x.g147.blu28","male","pituitary","inc.d3","male.pituitary.inc.d3","charcterization","male_pituitary","x.g147.blu28_male_pituitary_inc.d3","lo","eggs"
"x.g26_female_gonad_m.inc.d8","x.g26","female","gonads","early","female.gonads.early","charcterization","female_gonads","x.g26_female_gonad_m.inc.d8","lo","chicks"
"x.g26_female_hypothalamus_m.inc.d8","x.g26","female","hypothalamus","early","female.hypothalamus.early","charcterization","female_hypothalamus","x.g26_female_hypothalamus_m.inc.d8","lo","chicks"
"x.g26_female_pituitary_m.inc.d8","x.g26","female","pituitary","early","female.pituitary.early","charcterization","female_pituitary","x.g26_female_pituitary_m.inc.d8","lo","chicks"
"x.g37_female_gonad_n5","x.g37","female","gonads","n5","female.gonads.n5","charcterization","female_gonads","x.g37_female_gonad_n5","hi","chicks"
"x.g37_female_hypothalamus_n5","x.g37","female","hypothalamus","n5","female.hypothalamus.n5","charcterization","female_hypothalamus","x.g37_female_hypothalamus_n5","hi","chicks"
"x.g37_female_pituitary_n5","x.g37","female","pituitary","n5","female.pituitary.n5","charcterization","female_pituitary","x.g37_female_pituitary_n5","hi","chicks"
"x.g4.w50_female_gonad_n9","x.g4.w50","female","gonads","n9","female.gonads.n9","charcterization","female_gonads","x.g4.w50_female_gonad_n9","lo","chicks"
"x.g4.w50_female_hypothalamus_n9","x.g4.w50","female","hypothalamus","n9","female.hypothalamus.n9","charcterization","female_hypothalamus","x.g4.w50_female_hypothalamus_n9","lo","chicks"
"x.g4.w50_female_pituitary_n9","x.g4.w50","female","pituitary","n9","female.pituitary.n9","charcterization","female_pituitary","x.g4.w50_female_pituitary_n9","lo","chicks"
"x.g43_female_gonad_n5","x.g43","female","gonads","n5","female.gonads.n5","charcterization","female_gonads","x.g43_female_gonad_n5","hi","chicks"
"x.g43_female_hypothalamus_n5","x.g43","female","hypothalamus","n5","female.hypothalamus.n5","charcterization","female_hypothalamus","x.g43_female_hypothalamus_n5","hi","chicks"
