"","gene","name"
"18431","PLCH1-AS2","PLCH1 antisense RNA 2"
"18432","PLCL1","phospholipase C like 1 (inactive)"
"18433","PLCL2-AS1","PLCL2 antisense RNA 1"
"18434","PLCXD2-AS1","PLCXD2 antisense RNA 1"
"18435","PLD2","phospholipase D2"
"18436","PLEC","plectin"
"18437","PLEKHA3P1","pleckstrin homology domain containing A3 pseudogene 1"
"18438","PLEKHA4","pleckstrin homology domain containing A4"
"18439","PLEKHA8P1","pleckstrin homology domain containing A8 pseudogene 1"
"18440","PLEKHG2","pleckstrin homology and RhoGEF domain containing G2"
"18441","PLEKHG4B","pleckstrin homology and RhoGEF domain containing G4B"
"18442","PLEKHG6","pleckstrin homology and RhoGEF domain containing G6"
"18443","PLEKHM1P1","pleckstrin homology and RUN domain containing M1 pseudogene 1"
"18444","PLEKHM3","pleckstrin homology domain containing M3"
"18445","PLET1","placenta expressed transcript 1"
"18446","PLGLA","plasminogen like A (pseudogene)"
"18447","PLGLB1","plasminogen like B1"
"18448","PLGLB2","plasminogen like B2"
"18449","PLGRKT","plasminogen receptor with a C-terminal lysine"
"18450","PLIN5","perilipin 5"
"18451","PLK5","polo like kinase 5"
"18452","PLN","phospholamban"
"18453","PLOD3","procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"
"18454","PLP2","proteolipid protein 2"
"18455","PLPBP","pyridoxal phosphate binding protein"
"18456","PLPP1","phospholipid phosphatase 1"
"18457","PLPP2","phospholipid phosphatase 2"
"18458","PLPP3","phospholipid phosphatase 3"
"18459","PLPP4","phospholipid phosphatase 4"
"18460","PLPP5","phospholipid phosphatase 5"
"18461","PLPP6","phospholipid phosphatase 6"
"18462","PLPP7","phospholipid phosphatase 7 (inactive)"
"18463","PLPPR1","phospholipid phosphatase related 1"
"18464","PLPPR2","phospholipid phosphatase related 2"
"18465","PLPPR3","phospholipid phosphatase related 3"
"18466","PLPPR4","phospholipid phosphatase related 4"
"18467","PLPPR5","phospholipid phosphatase related 5"
"18468","PLS1-AS1","PLS1 antisense RNA 1"
"18469","PLS3-AS1","PLS3 antisense RNA 1"
"18470","PLSCR2","phospholipid scramblase 2"
"18471","PLSCR3","phospholipid scramblase 3"
"18472","PLSCR4","phospholipid scramblase 4"
"18473","PLSCR5-AS1","PLSCR5 antisense RNA 1"
"18474","PLUT","PDX1 associated lncRNA, upregulator of transcription"
"18475","PLXDC1","plexin domain containing 1"
"18476","PLXNA3","plexin A3"
"18477","PLXNA4","plexin A4"
"18478","PLXNB3","plexin B3"
"18479","PMAIP1","phorbol-12-myristate-13-acetate-induced protein 1"
"18480","PMCHL1","pro-melanin concentrating hormone like 1 (pseudogene)"
"18481","PMCHL2","pro-melanin concentrating hormone like 2 (pseudogene)"
"18482","PMF1","polyamine modulated factor 1"
"18483","PMF1-BGLAP","PMF1-BGLAP readthrough"
"18484","PMFBP1","polyamine modulated factor 1 binding protein 1"
"18485","PMIS2","PMIS2 transmembrane protein"
"18486","PMM2P1","phosphomannomutase 2 pseudogene 1"
"18487","PMM2P2","phosphomannomutase 2 pseudogene 2"
"18488","PMPCAP1","PMPCA pseudogene 1"
"18489","PMPS","Pearson marrow pancreas syndrome"
"18490","PMS2CL","PMS2 C-terminal like pseudogene"
"18491","PMS2P1","PMS1 homolog 2, mismatch repair system component pseudogene 1"
"18492","PMS2P2","PMS1 homolog 2, mismatch repair system component pseudogene 2"
"18493","PMS2P3","PMS1 homolog 2, mismatch repair system component pseudogene 3"
"18494","PMS2P4","PMS1 homolog 2, mismatch repair system component pseudogene 4"
"18495","PMS2P5","PMS1 homolog 2, mismatch repair system component pseudogene 5"
"18496","PMS2P6","PMS1 homolog 2, mismatch repair system component pseudogene 6"
"18497","PMS2P7","PMS1 homolog 2, mismatch repair system component pseudogene 7"
"18498","PMS2P8","PMS1 homolog 2, mismatch repair system component pseudogene 8"
"18499","PMS2P9","PMS1 homolog 2, mismatch repair system component pseudogene 9"
"18500","PMS2P10","PMS1 homolog 2, mismatch repair system component pseudogene 10"
"18501","PMS2P11","PMS1 homolog 2, mismatch repair system component pseudogene 11"
"18502","PMS2P12","PMS1 homolog 2, mismatch repair system component pseudogene 12"
"18503","PNCK","pregnancy up-regulated nonubiquitous CaM kinase"
"18504","PNI1","protein spot NC22 in 2-D gels 50kDa"
"18505","PNI2","protein spot in 2-D gels 33kDa"
"18506","PNIA1","protein spot in 2-D gels 40kDa"
"18507","PNIA2","protein spot in 2-D gels 73kDa"
"18508","PNIA3","protein spot in 2-D gels 30kDa"
"18509","PNIA4","protein spot in 2-D gels 70kDa"
"18510","PNIA5","protein spot in 2-D gels 77kDa"
"18511","PNIA6","protein spot in 2-D gels 32kDa"
"18512","PNKDP1","PNKD pseudogene 1"
"18513","PNKP","polynucleotide kinase 3'-phosphatase"
"18514","PNLIPP1","pancreatic lipase pseudogene 1"
"18515","PNLIPRP1","pancreatic lipase related protein 1"
"18516","PNLIPRP2","pancreatic lipase related protein 2 (gene/pseudogene)"
"18517","PNMA1","PNMA family member 1"
"18518","PNMA2","PNMA family member 2"
"18519","PNMA3","PNMA family member 3"
"18520","PNMA5","PNMA family member 5"
"18521","PNMA6A","PNMA family member 6A"
"18522","PNMA6B","PNMA family member 6B (pseudogene)"
"18523","PNMA6E","PNMA family member 6E"
"18524","PNMA6F","PNMA family member 6F"
"18525","PNMA8A","PNMA family member 8A"
"18526","PNMA8B","PNMA family member 8B"
"18527","PNMA8C","PNMA family member 8C"
"18528","PNMT","phenylethanolamine N-methyltransferase"
"18529","PNMTP1","phenylethanolamine N-methyltransferase pseudogene 1"
"18530","PNPLA1","patatin like phospholipase domain containing 1"
"18531","PNPLA4P1","patatin like phospholipase domain containing 4 pseudogene 1"
"18532","PNPLA5","patatin like phospholipase domain containing 5"
"18533","PNPLA7","patatin like phospholipase domain containing 7"
"18534","PNPLA10P","patatin like phospholipase domain containing 10 pseudogene"
"18535","PNPP1","PNP pseudogene 1"
"18536","PNPT1P1","polyribonucleotide nucleotidyltransferase 1 pseudogene 1"
"18537","PNPT1P2","polyribonucleotide nucleotidyltransferase 1 pseudogene 2"
"18538","PNRC2P1","proline rich nuclear receptor coactivator 2 pseudogene 1"
"18539","PNY1","protein spot in 2-D gels 82kDa"
"18540","PNY2","protein spot in 2-D gels 82kDa"
"18541","PNY3","protein spot in 2-D gels 33kDa"
"18542","PNY4","protein spot in 2-D gels 72kDa"
"18543","PNY5","protein spot in 2-D gels 40kDa"
"18544","POC1B-AS1","POC1B antisense RNA 1"
"18545","POC1B-GALNT4","POC1B-GALNT4 readthrough"
"18546","PODNL1","podocan like 1"
"18547","POGK","pogo transposable element derived with KRAB domain"
"18548","POGLUT2","protein O-glucosyltransferase 2"
"18549","POGLUT3","protein O-glucosyltransferase 3"
"18550","POLA2","DNA polymerase alpha 2, accessory subunit"
"18551","POLD1","DNA polymerase delta 1, catalytic subunit"
"18552","POLD2P1","DNA polymerase delta 2, accessory subunit pseudogene 1"
"18553","POLD4","DNA polymerase delta 4, accessory subunit"
"18554","POLH-AS1","POLH antisense RNA 1"
"18555","POLHP1","DNA polymerase eta pseudogene 1"
"18556","POLI","DNA polymerase iota"
"18557","POLM","DNA polymerase mu"
"18558","POLR2A","RNA polymerase II subunit A"
"18559","POLR2CP1","RNA polymerase II subunit C pseudogene 1"
"18560","POLR2DP1","POLR2D pseudogene 1"
"18561","POLR2DP2","POLR2D pseudogene 2"
"18562","POLR2G","RNA polymerase II subunit G"
"18563","POLR2J2","RNA polymerase II subunit J2"
"18564","POLR2J3","RNA polymerase II subunit J3"
"18565","POLR2J4","RNA polymerase II subunit J4, pseudogene"
"18566","POLR2K","RNA polymerase II subunit K"
"18567","POLR2KP1","RNA polymerase II subunit K pseudogene 1"
"18568","POLR2KP2","RNA polymerase II subunit K pseudogene 2"
"18569","POLR2LP1","RNA polymerase II subunit L pseudogene 1"
"18570","POLR2M","RNA polymerase II subunit M"
"18571","POLR3C","RNA polymerase III subunit C"
"18572","POLR3DP1","RNA polymerase III subunit D pseudogene 1"
"18573","POLR3GL","RNA polymerase III subunit G like"
"18574","POLR3GP1","RNA polymerase III subunit G pseudogene 1"
"18575","POLR3GP2","RNA polymerase III subunit G pseudogene 2"
"18576","POLR3K","RNA polymerase III subunit K"
"18577","POLR3KP1","RNA polymerase III subunit K pseudogene 1"
"18578","POLR3KP2","RNA polymerase III subunit K pseudogene 2"
"18579","POLRMTP1","RNA polymerase mitochondrial pseudogene 1"
"18580","POM121B","POM121 transmembrane nucleoporin B (pseudogene)"
"18581","POM121C","POM121 transmembrane nucleoporin C"
"18582","POM121L1P","POM121 transmembrane nucleoporin like 1, pseudogene"
"18583","POM121L2","POM121 transmembrane nucleoporin like 2"
"18584","POM121L3P","POM121 transmembrane nucleoporin like 3, pseudogene"
"18585","POM121L4P","POM121 transmembrane nucleoporin like 4, pseudogene"
"18586","POM121L6P","POM121 transmembrane nucleoporin like 6, pseudogene"
"18587","POM121L7P","POM121 transmembrane nucleoporin like 7 pseudogene"
"18588","POM121L8P","POM121 transmembrane nucleoporin like 8, pseudogene"
"18589","POM121L9P","POM121 transmembrane nucleoporin like 9, pseudogene"
"18590","POM121L10P","POM121 transmembrane nucleoporin like 10, pseudogene"
"18591","POM121L11P","POM121 transmembrane nucleoporin like 11, pseudogene"
"18592","POM121L12","POM121 transmembrane nucleoporin like 12"
"18593","POM121L13P","POM121 transmembrane nucleoporin like 13, pseudogene"
"18594","POM121L14P","POM121 transmembrane nucleoporin like 14, pseudogene"
"18595","POMK","protein O-mannose kinase"
"18596","POMZP3","POM121 and ZP3 fusion"
"18597","PON1","paraoxonase 1"
"18598","PON3","paraoxonase 3"
"18599","POP7","POP7 homolog, ribonuclease P/MRP subunit"
"18600","POT1-AS1","POT1 antisense RNA 1"
"18601","POTEA","POTE ankyrin domain family member A"
"18602","POTEB","POTE ankyrin domain family member B"
"18603","POTEB2","POTE ankyrin domain family member B2"
"18604","POTEB3","POTE ankyrin domain family member B3"
"18605","POTEC","POTE ankyrin domain family member C"
"18606","POTED","POTE ankyrin domain family member D"
"18607","POTEE","POTE ankyrin domain family member E"
"18608","POTEF","POTE ankyrin domain family member F"
"18609","POTEF-AS1","POTEF antisense RNA 1"
"18610","POTEG","POTE ankyrin domain family member G"
"18611","POTEH","POTE ankyrin domain family member H"
"18612","POTEH-AS1","POTEH antisense RNA 1"
"18613","POTEI","POTE ankyrin domain family member I"
"18614","POTEJ","POTE ankyrin domain family member J"
"18615","POTEKP","POTE ankyrin domain family member K, pseudogene"
"18616","POTEM","POTE ankyrin domain family member M"
"18617","POU2F2","POU class 2 homeobox 2"
"18618","POU3F4","POU class 3 homeobox 4"
"18619","POU5F1","POU class 5 homeobox 1"
"18620","POU5F1B","POU class 5 homeobox 1B"
"18621","POU5F1P2","POU class 5 homeobox 1 pseudogene 2"
"18622","POU5F1P3","POU class 5 homeobox 1 pseudogene 3"
"18623","POU5F1P4","POU class 5 homeobox 1 pseudogene 4"
"18624","POU5F1P5","POU class 5 homeobox 1 pseudogene 5"
"18625","POU5F1P6","POU class 5 homeobox 1 pseudogene 6"
"18626","POU5F1P7","POU class 5 homeobox 1 pseudogene 7"
"18627","POU5F1P8","POU class 5 homeobox 1 pseudogene 8"
"18628","POU5F2","POU domain class 5, transcription factor 2"
"18629","POU6F2-AS1","POU6F2 antisense RNA 1"
"18630","POU6F2-AS2","POU6F2 antisense RNA 2"
"18631","PP1P","pyrophosphatase (inorganic) 1 pseudogene"
"18632","PP2D1","protein phosphatase 2C like domain containing 1"
"18633","PPAN","peter pan homolog"
"18634","PPAN-P2RY11","PPAN-P2RY11 readthrough"
"18635","PPARAL","peroxisome proliferator-activated receptor alpha-like"
"18636","PPATP1","phosphoribosyl pyrophosphate amidotransferase pseudogene 1"
"18637","PPATP2","phosphoribosyl pyrophosphate amidotransferase pseudogene 2"
"18638","PPBP","pro-platelet basic protein"
"18639","PPBPP1","pro-platelet basic protein pseudogene 1"
"18640","PPBPP2","pro-platelet basic protein pseudogene 2"
"18641","PPDPFL","pancreatic progenitor cell differentiation and proliferation factor like"
"18642","PPEF1-AS1","PPEF1 antisense RNA 1"
"18643","PPFIA1P1","PPFIA1 pseudogene 1"
"18644","PPFIA2-AS1","PPFIA2 antisense RNA 1"
"18645","PPFIA3","PTPRF interacting protein alpha 3"
"18646","PPH2","primary pulmonary hypertension 2"
"18647","PPIAL4A","peptidylprolyl isomerase A like 4A"
"18648","PPIAL4C","peptidylprolyl isomerase A like 4C"
"18649","PPIAL4D","peptidylprolyl isomerase A like 4D"
"18650","PPIAL4E","peptidylprolyl isomerase A like 4E"
"18651","PPIAL4F","peptidylprolyl isomerase A like 4F"
"18652","PPIAL4G","peptidylprolyl isomerase A like 4G"
"18653","PPIAL4H","peptidylprolyl isomerase A like 4H"
"18654","PPIAP1","peptidylprolyl isomerase A pseudogene 1"
"18655","PPIAP2","peptidylprolyl isomerase A pseudogene 2"
"18656","PPIAP3","peptidylprolyl isomerase A pseudogene 3"
"18657","PPIAP4","peptidylprolyl isomerase A pseudogene 4"
"18658","PPIAP5","peptidylprolyl isomerase A pseudogene 5"
"18659","PPIAP6","peptidylprolyl isomerase A pseudogene 6"
"18660","PPIAP7","peptidylprolyl isomerase A pseudogene 7"
"18661","PPIAP8","peptidylprolyl isomerase A pseudogene 8"
"18662","PPIAP9","peptidylprolyl isomerase A pseudogene 9"
"18663","PPIAP10","peptidylprolyl isomerase A pseudogene 10"
"18664","PPIAP11","peptidylprolyl isomerase A pseudogene 11"
"18665","PPIAP12","peptidylprolyl isomerase A (cyclophilin A) pseudogene 12"
"18666","PPIAP13","peptidylprolyl isomerase A pseudogene 13"
"18667","PPIAP14","peptidylprolyl isomerase A pseudogene 14"
"18668","PPIAP15","peptidylprolyl isomerase A pseudogene 15"
"18669","PPIAP16","peptidylprolyl isomerase A pseudogene 16"
"18670","PPIAP17","peptidylprolyl isomerase A pseudogene 17"
"18671","PPIAP18","peptidylprolyl isomerase A pseudogene 18"
"18672","PPIAP19","peptidylprolyl isomerase A pseudogene 19"
"18673","PPIAP20","peptidylprolyl isomerase A pseudogene 20"
"18674","PPIAP21","peptidylprolyl isomerase A pseudogene 21"
"18675","PPIAP22","peptidylprolyl isomerase A pseudogene 22"
"18676","PPIAP23","peptidylprolyl isomerase A pseudogene 23"
"18677","PPIAP24","peptidylprolyl isomerase A pseudogene 24"
"18678","PPIAP25","peptidylprolyl isomerase A pseudogene 25"
"18679","PPIAP26","peptidylprolyl isomerase A pseudogene 26"
"18680","PPIAP27","peptidylprolyl isomerase A pseudogene 27"
"18681","PPIAP28","peptidylprolyl isomerase A pseudogene 28"
"18682","PPIAP29","peptidylprolyl isomerase A pseudogene 29"
"18683","PPIAP30","peptidylprolyl isomerase A pseudogene 30"
"18684","PPIAP31","peptidylprolyl isomerase A pseudogene 31"
"18685","PPIAP32","peptidylprolyl isomerase A pseudogene 32"
"18686","PPIAP33","peptidylprolyl isomerase A pseudogene 33"
"18687","PPIAP34","peptidylprolyl isomerase A pseudogene 34"
"18688","PPIAP35","peptidylprolyl isomerase A pseudogene 35"
"18689","PPIAP36","peptidylprolyl isomerase A pseudogene 36"
"18690","PPIAP37","peptidylprolyl isomerase A pseudogene 37"
"18691","PPIAP38","peptidylprolyl isomerase A pseudogene 38"
"18692","PPIAP39","peptidylprolyl isomerase A pseudogene 39"
"18693","PPIAP40","peptidylprolyl isomerase A pseudogene 40"
"18694","PPIAP41","peptidylprolyl isomerase A pseudogene 41"
"18695","PPIAP42","peptidylprolyl isomerase A pseudogene 42"
"18696","PPIAP43","peptidylprolyl isomerase A pseudogene 43"
"18697","PPIAP44","peptidylprolyl isomerase A pseudogene 44"
"18698","PPIAP45","peptidylprolyl isomerase A pseudogene 45"
"18699","PPIAP46","peptidylprolyl isomerase A pseudogene 46"
"18700","PPIAP47","peptidylprolyl isomerase A pseudogene 47"
"18701","PPIAP48","peptidylprolyl isomerase A pseudogene 48"
"18702","PPIAP49","peptidylprolyl isomerase A pseudogene 49"
"18703","PPIAP50","peptidylprolyl isomerase A pseudogene 50"
"18704","PPIAP51","peptidylprolyl isomerase A pseudogene 51"
"18705","PPIAP52","peptidylprolyl isomerase A pseudogene 52"
"18706","PPIAP53","peptidylprolyl isomerase A pseudogene 53"
"18707","PPIAP54","peptidylprolyl isomerase A pseudogene 54"
"18708","PPIAP55","peptidylprolyl isomerase A pseudogene 55"
"18709","PPIAP56","peptidylprolyl isomerase A pseudogene 56"
"18710","PPIAP57","peptidylprolyl isomerase A pseudogene 57"
"18711","PPIAP58","peptidylprolyl isomerase A pseudogene 58"
"18712","PPIAP59","peptidylprolyl isomerase A pseudogene 59"
"18713","PPIAP60","peptidylprolyl isomerase A pseudogene 60"
"18714","PPIAP61","peptidylprolyl isomerase A pseudogene 61"
"18715","PPIAP62","peptidylprolyl isomerase A pseudogene 62"
"18716","PPIAP63","peptidylprolyl isomerase A pseudogene 63"
"18717","PPIAP64","peptidylprolyl isomerase A pseudogene 64"
"18718","PPIAP65","peptidylprolyl isomerase A pseudogene 65"
"18719","PPIAP66","peptidylprolyl isomerase A pseudogene 66"
"18720","PPIAP67","peptidylprolyl isomerase A pseudogene 67"
"18721","PPIAP68","peptidylprolyl isomerase A pseudogene 68"
"18722","PPIAP69","peptidylprolyl isomerase A pseudogene 69"
"18723","PPIAP70","peptidylprolyl isomerase A pseudogene 70"
"18724","PPIAP71","peptidylprolyl isomerase A pseudogene 71"
"18725","PPIAP72","peptidylprolyl isomerase A pseudogene 72"
"18726","PPIAP73","peptidylprolyl isomerase A pseudogene 73"
"18727","PPIAP74","peptidylprolyl isomerase A pseudogene 74"
"18728","PPIAP75","peptidylprolyl isomerase A pseudogene 75"
"18729","PPIAP76","peptidylprolyl isomerase A pseudogene 76"
"18730","PPIAP77","peptidylprolyl isomerase A pseudogene 77"
"18731","PPIAP78","peptidylprolyl isomerase A pseudogene 78"
"18732","PPIAP79","peptidylprolyl isomerase A pseudogene 79"
"18733","PPIAP80","peptidylprolyl isomerase A pseudogene 80"
"18734","PPIAP81","peptidylprolyl isomerase A pseudogene 81"
"18735","PPIAP82","peptidylprolyl isomerase A pseudogene 82"
"18736","PPIAP83","peptidylprolyl isomerase A pseudogene 83"
"18737","PPIAP84","peptidylprolyl isomerase A pseudogene 84"
"18738","PPIAP85","peptidylprolyl isomerase A pseudogene 85"
"18739","PPIAP86","peptidylprolyl isomerase A pseudogene 86"
"18740","PPIAP87","peptidylprolyl isomerase A pseudogene 87"
"18741","PPIAP88","peptidylprolyl isomerase A pseudogene 88"
"18742","PPIAP89","peptidylprolyl isomerase A pseudogene 89"
"18743","PPIAP90","peptidylprolyl isomerase A pseudogene 90"
"18744","PPIAP91","peptidylprolyl isomerase A pseudogene 91"
"18745","PPIAP93","PPIA pseudogene 93"
"18746","PPIC-AS1","PPIC antisense RNA 1"
"18747","PPIE","peptidylprolyl isomerase E"
"18748","PPIEL","peptidylprolyl isomerase E like pseudogene"
"18749","PPIGP1","peptidylprolyl isomerase G pseudogene 1"
"18750","PPIHP1","peptidylprolyl isomerase H pseudogene 1"
"18751","PPIHP2","peptidylprolyl isomerase H pseudogene 2"
"18752","PPIL1P1","peptidylprolyl isomerase like 1 pseudogene 1"
"18753","PPIP5K1","diphosphoinositol pentakisphosphate kinase 1"
"18754","PPIP5K1P1","diphosphoinositol pentakisphosphate kinase 1 pseudogene 1"
"18755","PPIP5K2","diphosphoinositol pentakisphosphate kinase 2"
"18756","PPM1AP1","protein phosphatase, Mg2+/Mn2+ dependent 1A pseudogene 1"
"18757","PPM1F-AS1","PPM1F antisense RNA 1"
"18758","PPM1K-DT","PPM1K divergent transcript"
"18759","PPM1N","protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)"
"18760","PPME1","protein phosphatase methylesterase 1"
